dealer_code,name,address,city,state,zip,phone,website,email_home,email_contact,email_contact-us,email_service,email_service-dept,email_parts,email_sales,email_call-center,email_about,email_about-us,email_financing
31121,Fordham Toyota,236-240 W. Fordham Road,Bronx,NY,10468,(718) 367-0400,https://www.fordhamtoyota.com,,,,,,,,,,,
31156,Plaza Toyota,2721 Nostrand Avenue,Brooklyn,NY,11210,(718) 253-8400,https://www.plazatoyota.com,,,,,,,,,,,
31204,Toyota of Bay Ridge Brooklyn,6401 6th Avenue,Brooklyn,NY,11220,(718) 439-7888,https://www.toyotaofbayridge.com,,,,,,,,,,,
31088,Burdick Toyota,5947 East Circle Drive,Cicero,NY,13039,(315) 458-7590,https://www.burdicktoyota.com,internet@dvburdick.com,,,,,,,,,,
31172,Curry Toyota,3026 E. Main Street,Cortlandt Manor,NY,10567,(914) 528-4347,https://www.currytoyota.com,,,,,,,,,,,
31115,Romano Toyota,6400 Basile Rowe,East Syracuse,NY,13057,(315) 445-1071,https://www.romanotoyota.com,,,,,,,,,,,
31182,Williams Toyota of Elmira,1074 County Route 64,Elmira,NY,14903,(607) 796-9600,https://www.williamstoyotaofelmira.com,,,,,,,,,,,
31113,Gault Toyota,2205 North Street,Endicott,NY,13760,(607) 748-8244,https://www.gaulttoyota.com,,,,,,,,,,,
31196,Romeo Toyota of Glens Falls,163-169 Broad Street,Glens Falls,NY,12801,(518) 793-5611,https://www.romeotoyotaofglensfalls.com,dealeracces3@edmunds.com,,,,,,,,,,
31203,Maguire Toyota of Grand Island,1974 Alvin Road,Grand Island,NY,14072,(716) 773-7505,https://www.maguiretoyotaofgrandisland.com,,,,,,,,,,,
31076,Penn Toyota,2400 Northern Blvd.,Greenvale,NY,11548,(516) 621-8600,https://www.penntoyota.com,,,,,,,,,,,
31154,Millennium Toyota,257 North Franklin Street,Hempstead,NY,11550,(516) 485-1400,https://www.millenniumtoyota.com,,,,,,,,,,,
31024,Kinderhook Toyota,1908 State Route 9H,Hudson,NY,12534,(518) 822-9911,https://www.kinderhooktoyota.com,,,,,,,,,,,
31179,Empire Toyota of Huntington,1030 East Jericho Turnpke,Huntington Station,NY,11746,(631) 498-8302,https://www.shopempiretoyota.com,,,,,,,,,,,
31177,Maguire Toyota,370 Elmira Road,Ithaca,NY,14850,(607) 257-1515,https://www.maguiretoyota.com,,rrusso@maguirecars.com,,,,,,,,,
31192,Hillside Toyota,139-65 Queens Boulevard,Jamaica,NY,11435,(718) 657-2220,https://www.hillsidetoyota.nyc,,,,,,,,,,,
31174,Steet Toyota of Johnstown-Gloversville,310 North Comrie Avenue,Johnstown,NY,12095,(518) 762-7222,https://www.steettoyotajohnstown.com,,,,,,,,,,,
31112,Prestige Toyota,756 E. Chester St By-Pass,Kingston,NY,12401,(845) 339-3313,https://www.prestigetoyota-ny.com,,,,,,,,,,,
31141,Luv Toyota,215 East Fairmount Avenue,Lakewood,NY,14750,(716) 763-3300,https://www.luvtoyota.com,,,,,,,,,,sales@luvtoyota.net,
31188,Northway Toyota,737 New Loudon Road,Latham,NY,12110,(518) 783-1951,https://www.northwaytoyota.com,weblead.nmcc@langanauto.com,,,,,,,,,,
31165,Basil Toyota,6157 South Transit Road,Lockport,NY,14094,(716) 625-8444,https://www.basiltoyota.com,,,,,,,,,,,
31195,Toyota City,1305 East Boston Post Rd.,Mamaroneck,NY,10543,(914) 998-1000,https://www.toyotacityny.com,,,,,,,,,,,
31132,New Country Toyota of Clifton Park,202 Route 146,Mechanicville,NY,12118,(518) 664-4444,https://www.toyotaofcliftonpark.com,,,mraucci@newcountry.com,,,,,,,,
31190,Sunrise Toyota North,910 Middle Country Road,Middle Island,NY,11953,(631) 924-8100,https://www.sunrisetoyotanorth.com,,,,,,,,,,,
31185,Rivera Toyota of Mt. Kisco,325 N. Bedford Road,Mt. Kisco,NY,10549,(914) 666-5181,https://www.riveratoyota.com,,,,,,,,,,,
31011,Johnstons Toyota,5021 Route 17M,New Hampton,NY,10958,(845) 374-8600,https://www.johnstonstoyota.com,,,,,,,,,,,
31135,New Rochelle Toyota,47 Cedar Street,New Rochelle,NY,10801,(914) 576-8000,https://www.newrochelletoyota.com,,,,,,,,,,,
31162,Toyota of Manhattan,677-681 11th Avenue,New York,NY,10019,(212) 399-9600,https://www.toyotaofmanhattan.com,toyotamanhattanleads@host.udcnet.com,grojek@toyotaofmanhattan.com,,,,,,,,,
31171,Newburgh Toyota,218 Route 17K,Newburgh,NY,12550,(845) 561-0340,https://www.newburghtoyota.com,leads@newburghtoyotasales.com,,,,,,,,,,
31178,Sunrise Toyota,3984 Sunrise Highway,Oakdale,NY,11769,(631) 589-9000,https://www.sunrisetoyota.com,,,,,,,,,,,
31202,Nye Toyota,1441 Genesee Street,Oneida,NY,13421,(315) 363-1000,https://www.nyetoyota.com,,,,,,,,,,,
31124,Empire Toyota,6281 State Highway 23,Oneonta,NY,13820,(607) 433-0045,https://www.empiretoyota.com,,,,,,,,,,,
31160,West Herr Toyota of Orchard Park,4141 Southwestern Blvd.,Orchard Park,NY,14127,(716) 648-4141,https://www.toyotaorchardpark.com,,,,,,,,,,,
31180,Della Toyota,32 Della Drive,Plattsburgh,NY,12901,(518) 563-4131,https://www.dellatoyota.com,,,,,,,,,,,
31139,Riverhead Toyota,1655 Old Country Road,Riverhead,NY,11901,(631) 727-7722,https://www.riverheadtoyota.com,,,,,,,,,,,
31200,Bob Johnson Toyota,3399 West Henrietta Road,Rochester,NY,14623,(585) 475-1700,https://www.bobjohnsontoyota.com,,,,,,,,,,,
31198,West Herr Toyota of Rochester,4374 Ridge Road West,Rochester,NY,14626,(585) 225-6600,https://www.westherrtoyotarochester.com,,,,,,,,,,,
31116,New Country Toyota of Saratoga Springs,3002 Route 50,Saratoga Springs,NY,12866,(518) 584-7272,https://www.toyotaofsaratogasprings.com,,,,jcrisafulli@newcountry.com,,,,,,,
31119,Lia Toyota of Colonie,"2116 Central Ave., Rte. 5",Schenectady,NY,12304,(518) 374-3700,https://www.liatoyotaofcolonie.com,,,,,,,,,,,
31191,Toyota of Massapequa,3660 Sunrise Highway,Seaford,NY,11783,(516) 217-1400,https://www.toyotaofmassapequany.com,,,,,,,,,,,
31105,Smithtown Toyota,360 East Jericho Turnpike,Smithtown,NY,11787,(631) 724-3300,https://www.smithtowntoyota.com,,,,,,,,,,,
31186,Island Toyota,1591 Hylan Boulevard,Staten Island,NY,10305,(718) 874-8888,https://www.islandtoyota.com,,,,,,,,,,,
31173,Advantage Toyota,400 Sunrise Highway,Valley Stream,NY,11581,(516) 887-8600,https://www.advantagetoyotany.com,,,,,,,,,,,
31183,DCH Wappingers Falls Toyota,1349 Route 9,Wappingers Falls,NY,12590,(845) 298-8880,https://www.dchwappingerstoyota.com,,,,NYWAPTOY_leads@lithia.com,,,,,,,
31019,Waite Toyota,18406 US Route 11,Watertown,NY,13601,(315) 788-6022,https://www.waitetoyota.com,,,,,,,,,,,
31166,Atlantic Toyota,207 Sunrise Highway,West Islip,NY,11795,(631) 789-2700,https://www.atlantictoyotany.com,,,,,,,,,,,
31181,Westbury Toyota,1121 Old Country Road,Westbury,NY,11590,(516) 333-3100,https://www.westburytoyota.com,,,,,,,,,,,
31175,West Herr Toyota of Williamsville,8129 Main Street,Williamsville,NY,14221,(716) 250-5500,https://www.toyotawilliamsville.com,,,,,,,,,,,
31039,Queensboro Toyota,62-10 Northern Boulevard,Woodside,NY,11377,(718) 335-8600,https://www.queensborotoyota.com,,,,,,,,,,,
31138,Westchester Toyota,2167 Central Park Avenue,Yonkers,NY,10710,(914) 779-8700,https://www.westchestertoyota.com,,,,,,,,,,,
31142,Steet Toyota,4991 Commercial Drive,Yorkville,NY,13495,(315) 736-8241,https://www.steettoyota.com,,,,,,,,,,,
34109,Ken Ganley Toyota Akron,1395 East Market Street,Akron,OH,44305,(330) 733-7511,https://www.kenganleytoyotaakron.com,,,,,,,,,,,
34124,Summit Toyota of Akron,1535 Vernon Odom Blvd.,Akron,OH,44320,(330) 836-2500,https://www.summittoyotaofakron.com,,,,,,,,,,,
34142,Premier Toyota of Amherst,47190 Cooper Foster Park Road,Amherst,OH,44001,(440) 985-6100,https://www.premiertoyota.com,,,,,,,,,,,
34101,Don Wood Toyota,900 East State Street,Athens,OH,45701,(740) 593-6641,https://www.donwoodtoyota.com,twood@donwood.com,,,,,,,,,,
34136,Victory Toyota of Ashtabula County,2972 GH Drive,Austinburg,OH,44010,(440) 576-1010,https://www.victorytoyota440.com,,,,,,danny.benage@vagmgt.com,,,,,
34096,Voss Toyota,2110 Heller Drive,Beavercreek,OH,45434,(937) 427-3700,https://www.vosstoyota.com,,,,,,,,,,,
34118,Toyota of Bedford,18151 Rockside Road,Bedford,OH,44146,(440) 439-8600,https://www.toyotaofbedford.com,webleads@toyotabedford.dsmessage.com,,,,,,,,,,
34122,Toyota of Boardman,8250 Market Street,Boardman,OH,44512,(330) 729-9080,https://www.toyotaofboardman.com,,,,,,,,,,,
34092,Thayer Toyota,1225 North Main Street,Bowling Green,OH,43402,(419) 353-5751,https://www.thayertoyota.com,,,,,,,,,,,
34141,Victory Toyota of Brook Park,13775 Brookpark Road,Brook Park,OH,44142,(216) 267-7000,https://www.victorytoyotabrookpark.com,,,,,,lou.defranco@oceanhonda.com,,,,,
34090,Brunswick Toyota,3041 Center Road,Brunswick,OH,44212,(330) 273-3300,https://www.brunswickautomarttoyota.com,geoffpanteck@brunswickautomart.com,,,,,,,,,,
34099,Nourse Toyota,423 N. Bridge Street,Chillicothe,OH,45601,(740) 773-7913,https://www.noursetoyota.com,,,,,,,,,,,
34078,Beechmont Toyota,8667 Beechmont Avenue,Cincinnati,OH,45255,(513) 388-3800,https://www.beechmonttoyota.com,,,,,,,,,,,
34089,Joseph Toyota of Cincinnati,9101 Colerain Avenue,Cincinnati,OH,45251,(513) 385-1800,https://www.josephtoyota.com,,,,,,,,,,,
34085,Kings Toyota,4700 Fields Ertel Road,Cincinnati,OH,45249,(513) 683-5440,https://www.kingstoyota.com,,,,,,,,,,,
34137,Toyota Cleveland Heights,2950 Mayfield Road,Cleveland Hts,OH,44118,(216) 321-9100,https://www.toyotaclevelandheights.com,recruiter@martingp.com,,,,,,,,,,
34041,Germain Toyota of Columbus,5711 Scarborough Blvd.,Columbus,OH,43232,(614) 868-0300,https://www.germaintoyota.net,,,,,,,,,,,
34070,Toyota Direct,4248 Morse Road,Columbus,OH,43230,(614) 476-1979,https://www.toyotadirect.com,,,,,,,,,,,
34129,Toyota West,1500 Auto Mall Drive,Columbus,OH,43228,(614) 870-8200,https://www.toyotawest.com,,,,,,,,,,,
34120,Byers Toyota,1599 Columbus Pike,Delaware,OH,43015,(740) 368-7666,https://www.byerstoyota.com,,,,,,,,,,,
34025,Tansky Sawmill Toyota,6300 Sawmill Road,Dublin,OH,43017,(614) 766-4800,https://www.tanskysawmilltoyota.com,,,,,,,,,,,
34044,Performance Toyota,5676 Dixie Highway,Fairfield,OH,45014,(513) 874-8797,https://www.performancetoyotastore.com,,,,,,,,,,,
34132,Great Lakes Toyota,920 Plaza Street,Findlay,OH,45840,(419) 423-5656,https://www.glakestoyota.com,,,,,,,,,,,
34102,Coughlin Toyota,2360 Hebron Road,Heath,OH,43056,(740) 929-9000,https://www.coughlintoyota.com,,,,,,,,,,,
34133,Toyota of Kent,1111 West Main Street,Kent,OH,44240,(330) 673-2200,https://www.toyotaofkent.com,,,,,,,,,,,
34125,Buckeye Toyota,1903 Riverway Drive,Lancaster,OH,43130,(740) 654-3943,https://www.mybuckeyetoyota.com,,,,,,,,,skenney@buckeyecars.com,,
34130,White's Toyota of Lima,3500 Elida Road,Lima,OH,45807,(419) 331-0381,https://www.whitestoyotalima.com,,,,,,,,,,,
34050,Graham Toyota,1515 West Fourth Street,Mansfield,OH,44906,(419) 529-1800,https://www.grahamtoyota.com,,,,,,,,,,,
34139,Victory Toyota Marietta,1305 Pike Street,Marietta,OH,45750,(740) 373-2928,https://www.victorytoyotamarietta.com,,,,,,,,,,,
34080,McDaniel Toyota,1111 Mt. Vernon Avenue,Marion,OH,43302,(740) 389-2355,https://www.mcdanieltoyota.com,,,,,,,,,,larryrigsby@mcdanielauto.com,
34126,Yark Toyota,1377 Conant Street,Maumee,OH,43537,(419) 893-5000,https://www.yarktoyota.com,,,,,,,,,,,
34093,Classic Toyota,8510 Tyler Blvd.,Mentor,OH,44060,(440) 953-0910,https://www.driveclassictoyota.com,toyotainternetleads@driveclassic.com,,,,,,,,,,
34144,South Dayton Toyota,8457 N Springboro Pike,Miamisburg,OH,45342,(937) 433-4950,https://www.southdaytontoyota.com,,,,,,,,,,,
34104,Ferris Toyota,"634 Wabash Avenue, N.W.",New Philadelphia,OH,44663,(330) 343-7761,https://www.ferristoyota.com,Leads@thinkferris.net,,,,,,,,,,
34138,Toyota of North Canton,6527 Whipple Avenue NW,North Canton,OH,44720,(330) 494-8855,https://www.toyotaofnorthcanton.com,,fodrobina@fivestaronline.net,,,,,,,,,
34135,Westside Toyota,27000 Lorain Road,North Olmsted,OH,44070,(440) 777-9911,https://www.westsidetoyota.com,,,price@fivestaronline.net,,,,,,,,
34064,Glockner Toyota,2867 U.S. Route 23,Portsmouth,OH,45662,(740) 354-3255,https://www.glocknertoyota.com,TrevorMarzolf@glockner.com,,,,,,,,,,
34128,Firelands Toyota,904 E. Strub Road,Sandusky,OH,44870,(419) 621-0600,https://www.firelandstoyota.com,pataobrien01@gmail.com,,,,,,,,,,
34116,Jeff Wyler Toyota of Springfield,2237 West First Street,Springfield,OH,45504,(937) 325-4601,https://jeffwylerspringfieldtoyota.net,,,,,,,,,,,springfieldinternet@wyler.com
34098,Team Toyota,905 Brady Avenue,Steubenville,OH,43952,(740) 283-4131,https://www.teamtoyotaohio.com,,,teamautoanalytic@gmail.com,,,,,,,,
34026,Jim White Toyota,6123 West Central Avenue,Toledo,OH,43615,(419) 841-6681,https://www.jimwhitetoyota.com,,,,jimwhitetoyota@promaxonline.net,,,,,,,
34077,Joseph Airport Toyota,1180 W National Road,Vandalia,OH,45377,(937) 898-8060,https://www.josephairporttoyota.com,bkendall@airtoy.com,,,,,,,,,,
34143,Toyota of Warren,2657 Niles-Cortland Road,Warren,OH,44484,(330) 369-1678,https://www.toyotaofwarren.com,,,,,,,,,,,
34127,SVG Toyota,1132 State Route 41 South,Washington Court House,OH,43160,(740) 333-3860,https://www.svgtoyota.com,,,,,,,,,,,
34140,Firelands Toyota of Wooster,1363 W. Old Lincoln Way,Wooster,OH,44691,(330) 264-1113,https://www.firelandstoyotawooster.com,sales@firelandstoyotavolkswagenofwooster.edealerhub.com,,,,,,,,,,
34131,Zanesville Toyota,3260 North Maple Avenue,Zanesville,OH,43701,(740) 454-2512,https://www.zanesvilletoyota.com,,,,,,,,,,,
35074,Four Stars Toyota,2600 E. Broadway,Altus,OK,73521,(580) 482-3814,https://www.fourstarstoyota.com,,,,,,,,,,,
35065,Toyota of Ardmore,402 Holiday Drive,Ardmore,OK,73401,(580) 223-8495,https://www.toyotaofardmore.com,bbeckham@strongautomotive.com,,,,,,,,,,
35011,Doenges Toyota,1911 SE Washington Blvd,Bartlesville,OK,74006,(918) 333-0900,https://www.doengestoyota.com,leads@doengesfamilyofautos.com,,,,,,,,,,
35048,Northcutt Toyota,3409 W. Owen K. Garriott Road,Enid,OK,73703,(580) 234-5171,https://www.northcutttoyota.com,leads@mail.northcuttauto.com,,,,,,,,,,
35076,SouthWest Toyota of Lawton,7110 NW Quanah Parker Trailway,Lawton,OK,73505,(580) 355-7223,https://www.southwesttoyota.com,,,,,,,,,,,
35075,Post Oak Toyota,5800 Tinker Diagonal,Midwest City,OK,73110,(405) 741-4451,https://www.postoaktoyota.com,,,,,,,,,,,
35061,James Hodge Toyota,2314 West Shawnee,Muskogee,OK,74401,(918) 687-1234,https://www.hodgetoyota.com,,,,,,,,,,,
35025,Fowler Toyota,4050 N. Interstate Drive,Norman,OK,73072,(800) 375-9550,https://www.fowlertoyota.com,,,,,,,,,,,
35055,Bob Howard Toyota,12929 North Kelley Avenue,Oklahoma City,OK,73131,(405) 936-8600,https://www.bobhowardtoyota.com,,,,,,,,,,,
35072,Jim Norton Toyota of Oklahoma City,8401 Northwest Expressway,Oklahoma City,OK,73162,(405) 721-1911,https://www.jimnortontoyotaokc.com,,,,,,,,,,,
35052,Janzen Toyota,4900 West 6th Street,Stillwater,OK,74074,(405) 372-4550,https://www.janzentoyota.com,,,,,,,,,,,
35071,Fowler Toyota of Tulsa,6868 East BA Frontage Road,Tulsa,OK,74145,(918) 836-2769,https://www.fowlertoyotatulsa.com,,,,,,,,,,jeffw@fowlerholding.com,
35049,Jim Norton Toyota,9809 South Memorial Drive,Tulsa,OK,74133,(918) 250-6888,https://www.jimnortontoyota.com,,,,,,,,,,,
36108,Albany Toyota,1205 Price Road SE,Albany,OR,97321,(541) 926-4236,https://www.albanytoyota.net,contactus@albanytoyota.net,,,,,,,,,,
36047,Beaverton Toyota,4300 SW Murray Blvd.,Beaverton,OR,97005,(503) 626-7200,https://www.beavertontoyota.com,,,,,,,,,,,
36096,Kendall Toyota of Bend,61430 S. Hwy 97,Bend,OR,97702,(541) 382-4040,https://www.toyotaofbend.com,,,,,,,,,,,
36094,Toyota of Corvallis,800 N.W. Fifth Street,Corvallis,OR,97330,(541) 754-1515,https://www.toyotaofcorvallis.com,,,,,,,,,,,
36085,Kendall Toyota,373 Goodpasture Island Road,Eugene,OR,97401,(541) 344-5566,https://www.kendalltoyotaofeugene.com,,,,,,,,,,,
36106,Toyota of Gladstone,19375 SE McLoughlin Blvd.,Gladstone,OR,97027,(503) 722-4800,https://www.toyotaofgladstone.com,,,,,,,,,,,
36099,Grants Pass Toyota,375 Redwood Highway,Grants Pass,OR,97527,(541) 476-6858,https://www.grantspasstoyota.com,,,,,,,,,,,
36102,Gresham Toyota,950 N.E. Hogan Drive,Gresham,OR,97030,(503) 667-1135,https://www.greshamtoyota.com,,,,,,,,,,,
36095,Rogers Toyota of Hermiston,80364 N. Highway 395,Hermiston,OR,97838,(541) 567-6461,https://www.toyotaofhermiston.com,,,,,,,,,,,
36078,Royal Moore Toyota,1415 S.E. River Road,Hillsboro,OR,97123,(503) 648-3213,https://www.royalmooretoyota.com,,,,,,,,,,,
36080,Lithia Toyota of Klamath Falls,2121 Washburn Way,Klamath Falls,OR,97603,(541) 275-7100,https://www.klamathfallstoyota.com,,,,,,,,,,,
36105,Damian Lillard Toyota,3142 NE Doran Drive,McMinnville,OR,97128,(503) 472-4657,https://www.damianlillardtoyota.com,,,,,,,,,,,
36052,Lithia Toyota,1420 N. Riverside Avenue,Medford,OR,97501,(541) 618-4800,https://www.lithiatoyotamedford.com,,,,,,,,,,,
36084,Hometown Toyota,313 SE 13th Street,Ontario,OR,97914,(541) 889-3151,https://www.hometowntoyota.com,hometownautogroup3@gmail.com,,,carsales@toyotasrus.com,,,,,,,
36100,Ron Tonkin Toyota,750 SE 122nd Avenue,Portland,OR,97233,(503) 255-0177,https://www.tonkintoyota.com,,,,,,,,,info@tonkin.com,,
36097,Toyota of Portland on Broadway,55 NE Broadway Street,Portland,OR,97232,(503) 284-1105,https://www.toyotaofportland.com,toypor_leads@obautogroup.com,,,,,,,,,,
36049,Capitol Toyota of Salem,783 Auto Group Avenue N.E.,Salem,OR,97301,(503) 399-1011,https://www.captoyota.com,,,,,,,,,,,
36079,Lithia Toyota of Springfield,163 S. 9th Street,Springfield,OR,97477,(541) 747-3374,https://www.lithiatoyotaspringfield.com,orsprtoy_leads@lithia.com,,,,,,,,,,
36104,Columbia Gorge Toyota,1900 West 6th Street,The Dalles,OR,97058,(541) 296-2271,https://www.columbiagorgetoyota.com,,,,,,,,,,,
36103,Wilsonville Toyota,9155 Boeckman Road,Wilsonville,OR,97070,(503) 582-9040,https://www.wilsonvilletoyota.com/,,,,,,,,,,,
37067,Bennett Toyota,1951 Lehigh Street,Allentown,PA,18103,(610) 437-6711,https://www.bennetttoyotapa.com,,,,,,,,,,,
37066,Ardmore Toyota,219 E. Lancaster Avenue,Ardmore,PA,19003,(610) 645-5000,https://www.ardmoretoyota.com,,,,,,,,,,,
37197,LUV Toyota of Bradford,880 East Main Street,Bradford,PA,16701,(814) 368-3191,https://www.luvtoyotabradford.com,,,,,,,,,,,
37036,Krause Toyota,7702 Penn Drive,Breinigsville,PA,18031,(610) 395-9858,https://www.krausetoyota.com,,,,,,,,,,,
37157,Diehl Toyota of Butler,266 Pittsburgh Road,Butler,PA,16002,(724) 282-8898,https://www.diehltoyotabutler.com,,,,,,,,,,,
37118,South Hills Toyota,2403 Washington Road,Canonsburg,PA,15317,(724) 743-1144,https://www.southhillstoyota.com,,,zshimko@washingtonautomall.net,,,,,,,,
37130,Fitzgerald Toyota Chambersburg,1436 Lincoln Way East,Chambersburg,PA,17201,(717) 264-3359,https://www.fitzgeraldtoyotachambersburg.com,,,,,,,,,,,
37114,Conicelli Toyota,550 Ridge Pike,Conshohocken,PA,19428,(610) 825-7128,https://www.conicellitoyotaofconshohocken.com,,,,sales@conicelli.com,,,,,,,
37065,Thompson Toyota,122 W. Swamp Road,Doylestown,PA,18901,(215) 345-9460,https://www.thompsontoyota.net,info@1800thompson.com,,,,,,,,,,
37203,Delaney Toyota of Dubois,860 Beaver Drive,Dubois,PA,15801,(814) 371-3333,https://www.delaneytoyota.com,contact@delaneyauto.com,,,,,,,,,,
37083,Lancaster Toyota,5270 Manheim Pike,East Petersburg,PA,17520,(717) 569-7373,https://www.lancastertoyota.com,,,,,,,,,,,
37201,Toyota of Stroudsburg,1741 Paradise Trail,East Stroudsburg,PA,18301,(570) 421-6930,https://www.toyotaofstroudsburg.com,,,backupleads@toyotsofstroudsburg.com,,,,,,,,
37153,Koch 33 Toyota,3816 Hecktown Road,Easton,PA,18045,(610) 253-9191,https://www.koch33toyota.com,,,,,,,,,,,
37096,Allegheny Toyota,722 Allegheny Blvd.,Franklin,PA,16323,(814) 437-7884,https://www.alleghenytoyotapa.com,,,,,,,,,sales@alleghenytoyotapa.com,,
37148,Team Toyota of Glen Mills,1050 Baltimore Pike,Glen Mills,PA,19342,(484) 845-7905,https://www.teamtoyotaglenmills.com,hr@teamtoyotaglenmills.com,,,,,,,,,,
37101,Sloane Toyota of Glenside,503 North Easton Road,Glenside,PA,19038,(215) 885-5400,https://www.sloanetoyotaglenside.com,,,,,,,,,,,
37204,Jim Shorkey Toyota of Greensburg,4964 Route 30,Greensburg,PA,15601,(724) 837-6693,https://www.jimshorkeytoyotagreensburg.com,,,,,,,,,,,
37196,Kelly Toyota of Hamburg,41 Industrial Drive,Hamburg,PA,19526,(484) 665-0130,https://www.kellytoyotaofhamburg.com,,,,,,,,,,,
37138,Hanover Toyota,1830 Carlisle Pike,Hanover,PA,17331,(717) 633-1818,https://www.hanovertoyota.com,,,,,,,,,,,
37161,Faulkner Toyota,3809 Paxton Street,Harrisburg,PA,17111,(717) 565-9000,https://www.faulknertoyotaharrisburg.com,,,,,,,,,,,
37193,Heritage Toyota Harrisburg,6060 Allentown Blvd,Harrisburg,PA,17112,(717) 545-4726,http://www.heritagetoyotaharrisburg.com,,,HBtoyota@leads.mileone.com,,,,,,,,
37132,Peruzzi Toyota,2601 N. Bethlehem Pike,Hatfield,PA,19440,(215) 997-1111,https://www.peruzzitoyota.com,,,,,,,,,,,
37202,LeadCar Toyota Hazleton,730 Airport Road,Hazleton,PA,18202,(570) 453-4141,https://www.leadcartoyotahazleton.com,,,,,,,,,,,
37198,Diehl Toyota of Hermitage,2757 E State Street,Hermitage,PA,16148,(724) 347-7702,https://www.diehltoyotaofhermitage.com,,,,,,,,,,,
37142,Fiore Toyota,1000 S. Logan Boulevard,Hollidaysburg,PA,16648,(814) 695-5533,https://www.gofioretoyota.com,,,,,,,,,,,
37127,Colonial Toyota,2600 West Pike Road,Indiana,PA,15701,(724) 349-9100,https://www.shopcolonialtoyota.com,,,,,,,,,,,
37151,Laurel Toyota,933 Eisenhower Blvd.,Johnstown,PA,15904,(814) 269-3400,https://www.laureltoyotapa.com,scott.bernardo@laurelautogroup.com,,,matt.smith@laurelautogroup.com,,,,,,,
37150,Team Toyota,746 E. Lincoln Highway,Langhorne,PA,19047,(215) 741-4200,https://www.teamtoyotalanghorne.com,,,,,,,,,,,
37188,Bennett Toyota of Lebanon,2635 West Cumberland Street,Lebanon,PA,17042,(717) 202-8888,https://www.bennetttoyotaoflebanon.com,,leads@bennetttoyotaoflebanon.net,,,,,,,,,
37154,Tri County Toyota,15 D & L Drive,Limerick,PA,19468,(610) 495-4588,https://www.tricountytoyota.com,,,,,,,,,,,
37164,Sloane Toyota of Malvern,593 Lancaster Avenue,Malvern,PA,19335,(610) 647-2300,https://www.sloanetoyotamalvern.com,,,,,,,,,,,
37185,Baierl Toyota,"19045 Perry Highway, Route 19",Mars,PA,16046,(724) 741-1108,https://www.baierltoyota.com,,,,,,,,,,,
37109,Palmiero Toyota,16165 Conneaut Lake Road,Meadville,PA,16335,(814) 336-1061,https://www.palmierotoyota.net,,,info@palmieroautogroup.com,,,,,,,,
37149,Bobby Rahal Toyota,6711 Carlisle Pike,Mechanicsburg,PA,17050,(717) 691-0500,https://www.bobbyrahaltoyota.com,,,,,,,,,,,
37162,Spitzer Toyota,4710 William Penn Highway,Monroeville,PA,15146,(412) 373-6200,https://www.spitzertoyota.com,,adrakulic@spitzer.com,,,,,,,,,
37194,Brewer Airport Toyota,8900 University Blvd.,Moon Township,PA,15108,(412) 262-5600,https://brewerairporttoyota.com,,,,,,,,,,,
37191,Ciocca Toyota of Williamsport,203 Lycoming Mall Drive,Muncy,PA,17756,(570) 323-4683,https://www.cioccatoyotaofwilliamsport.com,ebradley@cioccadealerships.com,,,,,,,,,,
37135,Preston Toyota,1502 Wilmington Road,New Castle,PA,16105,(724) 658-1531,https://www.prestontoyota.com,,,,,,,,,,,
37184,New Holland Toyota,524 West Main Street,New Holland,PA,17557,(717) 354-4766,https://www.toyotanewholland.com,leads@drivenewhollandauto.com,,,,,,,,,,
37189,Cochran Toyota,12204 Route 30,North Huntingdon,PA,15642,(724) 515-2220,https://www.cochrantoyota.com,,,,,,,,,,,
37152,Sloane Toyota of Philadelphia,1546 Cottman Avenue,Philadelphia,PA,19111,(215) 742-9300,https://www.sloanetoyotaphiladelphia.com,,,,,,,,,,,
37175,Toyota Certified at Central City,4800 Chestnut Street,Philadelphia,PA,19139,(215) 476-1200,https://www.centralcitytoyota.com,,,,,,,,,,,
37199,Jim Shorkey Toyota,7401 McKnight Road,Pittsburgh,PA,15237,(412) 318-3000,https://www.jimshorkeytoyota.com,,,,,,,,,,,
37106,Rohrich Toyota,2020 West Liberty Avenue,Pittsburgh,PA,15226,(412) 344-6012,https://www.rohrichtoyota.com,,,,,,,,,,,
37187,Ken Ganley Toyota,1110 Clairton Blvd.,Pleasant Hills,PA,15236,(412) 469-3000,https://www.kenganleytoyota.com,,,,,,,,,,,
37134,Williams Toyota of Sayre,2468 Elmira Street,Sayre,PA,18840,(570) 888-2281,https://www.williamstoyotaofsayre.com,,,,,,,,,,,
37176,Toyota of Scranton,3400 North Main Avenue,Scranton,PA,18508,(570) 489-7584,https://www.toyotaofscranton.com,,,,,,,,,,,
37155,Aubrey Alexander Toyota,1324 N. Susquehanna Trail,Selinsgrove,PA,17870,(570) 743-1171,https://www.aubreyalexandertoyota.com,leads@aubreyalexandertoyota.motosnap.com,,,creich@blaisealexander.com,,,,,,,
37077,Performance Motors Toyota,4681 Penn Avenue,Sinking Spring,PA,19608,(610) 678-3425,https://www.performancetoyotapa.com,,,,,,,,,,,
